fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality [cat],id
8.2,0.5,0.35,2.9,0.077,21,127,99.76,3.23,0.62,9.4,5,190
7.5,0.57,0.02,2.6,0.077,11,35,99.557,3.36,0.62,10.8,6,1379
7.5,0.57,0.02,2.6,0.077,11,35,99.557,3.36,0.62,10.8,6,1380
8.3,0.54,0.28,1.9,0.077,11,40,99.78,3.39,0.61,10,6,116
7.5,0.64,0,2.4,0.077,18,29,99.65,3.32,0.6,10,6,612
6.7,0.46,0.24,1.7,0.077,18,34,99.48,3.39,0.6,10.6,6,1324
6.7,0.46,0.24,1.7,0.077,18,34,99.48,3.39,0.6,10.6,6,1325
6.7,0.46,0.24,1.7,0.077,18,34,99.48,3.39,0.6,10.6,6,1326
6.7,0.46,0.24,1.7,0.077,18,34,99.48,3.39,0.6,10.6,6,1327
7.1,0.59,0.01,2.5,0.077,20,85,99.746,3.55,0.59,9.8,5,784
7.5,0.58,0.14,2.2,0.077,27,60,99.63,3.28,0.59,9.8,5,1251
7,0.56,0.13,1.6,0.077,25,42,99.629,3.34,0.59,9.2,5,1568
6.8,0.61,0.2,1.8,0.077,11,65,99.71,3.54,0.58,9.3,5,183
9.9,0.63,0.24,2.4,0.077,6,33,99.74,3.09,0.57,9.4,5,529
9.9,0.63,0.24,2.4,0.077,6,33,99.74,3.09,0.57,9.4,5,536
9.5,0.78,0.22,1.9,0.077,6,32,99.88,3.26,0.56,10.6,6,427
9,0.66,0.17,3,0.077,5,13,99.76,3.29,0.55,10.4,5,725
7.2,0.62,0.06,2.7,0.077,15,85,99.746,3.51,0.54,9.5,5,860
7.2,0.635,0.07,2.6,0.077,16,86,99.748,3.51,0.54,9.7,5,865
7.3,0.33,0.47,2.1,0.077,5,11,99.58,3.33,0.53,10.3,6,150
5.9,0.46,0,1.9,0.077,25,44,99.385,3.5,0.53,11.2,5,1272
11.5,0.42,0.48,2.6,0.077,8,20,99.852,3.09,0.53,11,5,1344
8.1,0.575,0.22,2.1,0.077,12,65,99.67,3.29,0.51,9.2,5,103
8.1,0.575,0.22,2.1,0.077,12,65,99.67,3.29,0.51,9.2,5,105
7.4,0.49,0.19,3,0.077,16,37,99.66,3.37,0.51,10.5,5,707
8.9,0.745,0.18,2.5,0.077,15,48,99.739,3.2,0.47,9.7,6,1034
7.8,0.53,0.01,1.6,0.077,3,19,99.5,3.16,0.46,9.8,5,1418
7.8,0.53,0.01,1.6,0.077,3,19,99.5,3.16,0.46,9.8,5,1420
7.7,0.64,0.21,2.2,0.077,32,133,99.56,3.27,0.45,9.9,5,1419
10.4,0.41,0.55,3.2,0.076,22,54,99.96,3.15,0.89,9.9,6,434
8.2,0.2,0.43,2.5,0.076,31,51,99.672,3.53,0.81,10.4,6,1145
8.2,0.35,0.33,2.4,0.076,11,47,99.599,3.27,0.81,11,6,1179
6.3,0.51,0.13,2.3,0.076,29,40,99.574,3.42,0.75,11,6,1592
7.9,0.54,0.34,2.5,0.076,8,17,99.235,3.2,0.72,13.1,8,1120
7.2,0.57,0.06,1.6,0.076,9,27,99.72,3.36,0.7,9.6,6,662
10.4,0.575,0.61,2.6,0.076,11,24,100,3.16,0.69,9,5,367
6.7,0.54,0.13,2,0.076,15,36,99.73,3.61,0.64,9.8,5,823
7.6,0.78,0,1.7,0.076,33,45,99.612,3.31,0.62,10.7,6,1046
8.3,0.54,0.24,3.4,0.076,16,112,99.76,3.27,0.61,9.4,5,620
7.1,0.52,0.03,2.6,0.076,21,92,99.745,3.5,0.6,9.8,5,779
6.8,0.48,0.25,2,0.076,29,61,99.53,3.34,0.6,10.4,5,1523
6.2,0.7,0.15,5.1,0.076,13,27,99.622,3.54,0.6,11.9,6,1577
7.8,0.59,0.18,2.3,0.076,17,54,99.75,3.43,0.59,10,5,58
6.9,0.55,0.15,2.2,0.076,19,40,99.61,3.41,0.59,10.1,5,85
6.6,0.705,0.07,1.6,0.076,6,15,99.62,3.44,0.58,10.7,5,67
7.9,0.58,0.23,2.3,0.076,23,94,99.686,3.21,0.58,9.5,6,1199
10.6,1.02,0.43,2.9,0.076,26,88,99.84,3.08,0.57,10.1,6,700
7.4,0.7,0,1.9,0.076,11,34,99.78,3.51,0.56,9.4,5,0
7.4,0.7,0,1.9,0.076,11,34,99.78,3.51,0.56,9.4,5,4
7.8,0.53,0.04,1.7,0.076,17,31,99.64,3.33,0.56,10,6,162
7.5,0.49,0.19,1.9,0.076,10,44,99.57,3.39,0.54,9.7,5,218
7.9,0.72,0.01,1.9,0.076,7,32,99.668,3.39,0.54,9.6,5,769
7.2,0.695,0.13,2,0.076,12,20,99.546,3.29,0.54,10.1,5,1562
7.2,0.695,0.13,2,0.076,12,20,99.546,3.29,0.54,10.1,5,1563
7.2,0.695,0.13,2,0.076,12,20,99.546,3.29,0.54,10.1,5,1567
7,0.62,0.08,1.8,0.076,8,24,99.78,3.48,0.53,9,5,89
8.6,0.47,0.3,3,0.076,30,135,99.76,3.3,0.53,9.4,5,313
6.9,0.63,0.01,2.4,0.076,14,39,99.522,3.34,0.53,10.8,6,1463
7.2,0.73,0.02,2.5,0.076,16,42,99.72,3.44,0.52,9.3,5,182
7.1,0.46,0.14,2.8,0.076,15,37,99.624,3.36,0.49,10.7,5,827
8,0.81,0.25,3.4,0.076,34,85,99.668,3.19,0.42,9.2,5,1385
7.5,0.61,0.2,1.7,0.076,36,60,99.494,3.1,0.4,9.3,5,1240
10.4,0.24,0.49,1.8,0.075,6,20,99.77,3.18,1.06,11,6,477
10.4,0.24,0.46,1.8,0.075,6,21,99.76,3.25,1.02,10.8,7,506
7.4,0.36,0.34,1.8,0.075,18,38,99.33,3.38,0.88,13.6,7,1132
15,0.21,0.44,2.2,0.075,10,24,100.005,3.07,0.84,9.2,7,243
15,0.21,0.44,2.2,0.075,10,24,100.005,3.07,0.84,9.2,7,244
10.1,0.31,0.35,1.6,0.075,9,28,99.672,3.24,0.83,11.2,7,838
14.3,0.31,0.74,1.8,0.075,6,15,100.08,2.86,0.79,8.4,6,544
8.9,0.12,0.45,1.8,0.075,10,21,99.552,3.41,0.76,11.9,7,949
8.9,0.12,0.45,1.8,0.075,10,21,99.552,3.41,0.76,11.9,7,950
8.5,0.32,0.42,2.3,0.075,12,19,99.434,3.14,0.71,11.8,7,1162
5.9,0.645,0.12,2,0.075,32,44,99.547,3.57,0.71,10.2,5,1597
8.3,0.76,0.29,4.2,0.075,12,16,99.65,3.45,0.68,11.5,6,740
6.6,0.695,0,2.1,0.075,12,56,99.68,3.49,0.67,9.2,5,257
6,0.58,0.2,2.4,0.075,15,50,99.467,3.58,0.67,12.5,6,1573
7.6,0.43,0.29,2.1,0.075,19,66,99.718,3.4,0.64,9.5,5,1229
7.6,0.43,0.29,2.1,0.075,19,66,99.718,3.4,0.64,9.5,5,1232
10.2,0.29,0.65,2.4,0.075,6,17,99.565,3.22,0.63,11.8,6,1063
9.4,0.34,0.37,2.2,0.075,5,13,99.8,3.22,0.62,9.2,5,256
7.7,0.56,0.2,2,0.075,9,39,99.87,3.48,0.62,9.3,5,734
7.7,0.69,0.05,2.7,0.075,15,27,99.74,3.26,0.61,9.1,5,404
10.2,0.24,0.49,2.4,0.075,10,28,99.78,3.14,0.61,10.4,5,572
7,0.55,0.13,2.2,0.075,15,35,99.59,3.36,0.59,9.7,6,1535
11.2,0.28,0.56,1.9,0.075,17,60,99.8,3.16,0.58,9.8,6,3
12.7,0.6,0.49,2.8,0.075,5,19,99.94,3.14,0.57,11.4,5,560
12.7,0.6,0.49,2.8,0.075,5,19,99.94,3.14,0.57,11.4,5,565
9,0.58,0.25,2.8,0.075,9,104,99.779,3.23,0.57,9.7,5,760
7.4,0.66,0,1.8,0.075,13,40,99.78,3.51,0.56,9.4,5,5
8,0.715,0.22,2.3,0.075,13,81,99.688,3.24,0.54,9.5,6,1275
8,0.715,0.22,2.3,0.075,13,81,99.688,3.24,0.54,9.5,6,1278
7.3,0.695,0,2.5,0.075,3,13,99.8,3.49,0.52,9.2,5,122
7.1,0.68,0.07,1.9,0.075,16,51,99.685,3.38,0.52,9.5,5,246
6.3,0.36,0.19,3.2,0.075,15,39,99.56,3.56,0.52,12.7,6,609
8.8,0.955,0.05,1.8,0.075,5,19,99.616,3.3,0.44,9.6,4,1189
8.4,0.39,0.1,1.7,0.075,6,25,99.581,3.09,0.43,9.7,6,1332
9.4,0.27,0.53,2.4,0.074,6,18,99.62,3.2,1.13,12,7,369
9.4,0.27,0.53,2.4,0.074,6,18,99.62,3.2,1.13,12,7,377
8,0.705,0.05,1.9,0.074,8,19,99.62,3.34,0.95,10.5,6,69
8.2,0.33,0.39,2.5,0.074,29,48,99.528,3.32,0.88,12.4,7,1167
10.4,0.44,0.73,6.55,0.074,38,76,99.9,3.17,0.85,12,7,501
10.4,0.44,0.73,6.55,0.074,38,76,99.9,3.17,0.85,12,7,502
7.2,0.36,0.46,2.1,0.074,24,44,99.534,3.4,0.85,11,7,1204
7.2,0.36,0.46,2.1,0.074,24,44,99.534,3.4,0.85,11,7,1206
7.2,0.36,0.46,2.1,0.074,24,44,99.534,3.4,0.85,11,7,1208
7.3,0.45,0.36,5.9,0.074,12,87,99.78,3.33,0.83,10.5,5,40
7.2,0.52,0.07,1.4,0.074,5,20,99.73,3.32,0.81,9.6,6,658
7.2,0.52,0.07,1.4,0.074,5,20,99.73,3.32,0.81,9.6,6,660
8.8,0.66,0.26,1.7,0.074,4,23,99.71,3.15,0.74,9.2,5,50
9.7,0.42,0.46,2.1,0.074,5,16,99.649,3.27,0.74,12.3,6,1172
7.1,0.27,0.6,2.1,0.074,17,25,99.814,3.38,0.72,10.6,6,1508
6.9,0.84,0.21,4.1,0.074,16,65,99.842,3.53,0.72,9.233333333,6,1514
6.9,0.84,0.21,4.1,0.074,16,65,99.842,3.53,0.72,9.25,6,1515
7.1,0.6,0,1.8,0.074,16,34,99.72,3.47,0.7,9.9,6,251
11.6,0.23,0.57,1.8,0.074,3,8,99.81,3.14,0.7,9.9,6,1060
7.4,0.36,0.3,1.8,0.074,17,24,99.419,3.24,0.7,11.4,8,1549
12,0.28,0.49,1.9,0.074,10,21,99.76,2.98,0.66,9.9,7,583
7.4,0.61,0.01,2,0.074,13,38,99.748,3.48,0.65,9.8,5,931
6.4,0.37,0.25,1.9,0.074,21,49,99.74,3.57,0.62,9.8,6,191
7.8,0.815,0.01,2.6,0.074,48,90,99.621,3.38,0.62,10.8,5,1231
6.2,0.46,0.29,2.1,0.074,32,98,99.578,3.33,0.62,9.8,5,1583
8,0.39,0.3,1.9,0.074,32,84,99.717,3.39,0.61,9,5,1533
7.3,0.58,0.3,2.4,0.074,15,55,99.68,3.46,0.59,10.2,5,196
6.9,0.49,0.1,2.3,0.074,12,30,99.59,3.42,0.58,10.2,6,148
7.6,0.49,0.33,1.9,0.074,27,85,99.706,3.41,0.58,9,5,1457
11.6,0.58,0.66,2.2,0.074,10,47,100.08,3.25,0.57,9,3,459
7.8,0.55,0.35,2.2,0.074,21,66,99.74,3.25,0.56,9.2,5,431
6.8,0.51,0.01,2.1,0.074,9,25,99.58,3.33,0.56,9.5,6,550
7,0.655,0.16,2.1,0.074,8,25,99.606,3.37,0.55,9.7,5,1485
7.3,0.39,0.31,2.4,0.074,9,46,99.62,3.41,0.54,9.4,6,59
8.2,0.73,0.21,1.7,0.074,5,13,99.68,3.2,0.52,9.5,5,671
8.2,0.73,0.21,1.7,0.074,5,13,99.68,3.2,0.52,9.5,5,673
6.8,0.48,0.08,1.8,0.074,40,64,99.529,3.12,0.49,9.6,5,1085
8.6,0.47,0.47,2.4,0.074,7,29,99.79,3.08,0.46,9.5,5,654
10.3,0.32,0.45,6.4,0.073,5,13,99.76,3.23,0.82,12.6,8,278
7.6,0.35,0.6,2.6,0.073,23,44,99.656,3.38,0.79,11.1,6,1472
8.2,0.26,0.34,2.5,0.073,16,47,99.594,3.4,0.78,11.3,7,857
12,0.45,0.55,2,0.073,25,49,99.97,3.1,0.76,10.3,6,286
9.3,0.39,0.4,2.6,0.073,10,26,99.84,3.34,0.75,10.2,6,489
8.2,0.635,0.1,2.1,0.073,25,60,99.638,3.29,0.75,10.9,6,1291
9.9,0.32,0.56,2,0.073,3,8,99.534,3.15,0.73,11.4,6,1076
7.5,0.38,0.48,2.6,0.073,22,84,99.72,3.32,0.7,9.6,4,703
11.7,0.45,0.63,2.2,0.073,7,23,99.974,3.21,0.69,10.9,6,1454
12,0.5,0.59,1.4,0.073,23,42,99.8,2.92,0.68,10.5,7,657
8,0.48,0.34,2.2,0.073,16,25,99.36,3.28,0.66,12.4,6,1104
10.8,0.5,0.46,2.5,0.073,5,27,100.01,3.05,0.64,9.5,5,295
8.8,0.33,0.41,5.9,0.073,7,13,99.658,3.3,0.62,12.1,7,974
8,0.42,0.17,2,0.073,6,18,99.72,3.29,0.61,9.2,6,172
7.2,0.38,0.3,1.8,0.073,31,70,99.685,3.42,0.59,9.5,6,1082
7.7,0.43,0.25,2.6,0.073,29,63,99.615,3.37,0.58,10.5,6,225
7.9,0.35,0.21,1.9,0.073,46,102,99.64,3.27,0.58,9.5,5,634
7.8,0.58,0.02,2,0.073,9,18,99.68,3.36,0.57,9.5,7,8
8,0.57,0.23,3.2,0.073,17,119,99.675,3.26,0.57,9.3,5,255
5.6,0.605,0.05,2.4,0.073,19,25,99.258,3.56,0.55,12.9,5,1052
6.2,0.46,0.17,1.6,0.073,7,11,99.425,3.61,0.54,11.4,5,939
7.5,0.61,0.26,1.9,0.073,24,88,99.612,3.3,0.53,9.8,5,1305
6.5,0.52,0.11,1.8,0.073,13,38,99.55,3.34,0.52,9.3,5,1328
9.7,0.295,0.4,1.5,0.073,14,21,99.556,3.14,0.51,10.9,6,989
7.1,0.68,0,2.2,0.073,12,22,99.69,3.48,0.5,9.3,5,158
8.4,1.035,0.15,6,0.073,11,54,99.9,3.37,0.49,9.9,5,705
7.5,0.58,0.2,2,0.073,34,44,99.494,3.1,0.43,9.3,5,1273
7.6,0.68,0.02,1.3,0.072,9,20,99.65,3.17,1.08,9.2,4,161
8.4,0.62,0.12,1.8,0.072,38,46,99.504,3.38,0.89,11.8,6,919
8.4,0.62,0.12,1.8,0.072,38,46,99.504,3.38,0.89,11.8,6,922
12.6,0.31,0.72,2.2,0.072,6,29,99.87,2.88,0.82,9.8,8,440
10.2,0.49,0.63,2.9,0.072,10,26,99.68,3.16,0.78,12.5,7,505
8.4,0.34,0.42,2.1,0.072,23,36,99.392,3.11,0.78,12.4,6,1100
8.7,0.42,0.45,2.4,0.072,32,59,99.617,3.33,0.77,12,6,1083
12.9,0.5,0.55,2.8,0.072,7,24,100.012,3.09,0.68,10.9,6,811
7.3,0.67,0.02,2.2,0.072,31,92,99.566,3.32,0.68,11.06666667,6,1439
10.3,0.27,0.24,2.1,0.072,15,33,99.56,3.22,0.66,12.8,6,533
7.8,0.64,0,1.9,0.072,27,55,99.62,3.31,0.63,11,5,1428
7,0.57,0.02,2,0.072,17,26,99.575,3.36,0.61,10.2,5,1546
6.3,0.76,0,2.9,0.072,26,52,99.379,3.51,0.6,11.5,6,1127
11.9,0.58,0.66,2.5,0.072,6,37,99.92,3.05,0.56,10,5,362
6.8,0.57,0,2.5,0.072,32,64,99.491,3.43,0.56,11.2,6,888
8.1,0.725,0.22,2.2,0.072,11,41,99.67,3.36,0.55,9.1,5,217
7.9,0.53,0.24,2,0.072,15,105,99.6,3.27,0.54,9.4,6,311
7.3,0.55,0.03,1.6,0.072,17,42,99.56,3.37,0.48,9,4,167
6.1,0.32,0.25,2.3,0.071,23,58,99.633,3.42,0.97,10.6,5,1522
12.5,0.46,0.63,2,0.071,6,15,99.88,2.99,0.87,10.2,5,363
6.2,0.39,0.43,2,0.071,14,24,99.428,3.45,0.87,11.2,7,1209
11.4,0.26,0.44,3.6,0.071,6,19,99.86,3.12,0.82,9.3,6,280
5.9,0.61,0.08,2.1,0.071,16,24,99.376,3.56,0.77,11.1,6,831
8.5,0.18,0.51,1.75,0.071,45,88,99.524,3.33,0.76,11.8,7,1156
6.4,0.47,0.4,2.4,0.071,8,19,99.63,3.56,0.73,10.6,6,1411
7.2,0.5,0.18,2.1,0.071,12,31,99.761,3.52,0.72,9.6,6,748
7.1,0.43,0.42,5.5,0.071,28,128,99.73,3.42,0.71,10.5,5,155
7.1,0.43,0.42,5.5,0.071,28,128,99.73,3.42,0.71,10.5,5,157
10,0.49,0.2,11,0.071,13,50,100.15,3.16,0.69,9.2,6,324
10,0.49,0.2,11,0.071,13,50,100.15,3.16,0.69,9.2,6,325
9.1,0.4,0.5,1.8,0.071,7,16,99.462,3.21,0.69,12.5,8,1061
7.4,0.49,0.27,2.1,0.071,14,25,99.388,3.35,0.63,12,6,1101
7.4,0.49,0.27,2.1,0.071,14,25,99.388,3.35,0.63,12,6,1103
6.2,0.52,0.08,4.4,0.071,11,32,99.646,3.56,0.63,11.6,6,1540
9.9,0.54,0.45,2.3,0.071,16,40,99.91,3.39,0.62,9.4,5,640
9.9,0.54,0.45,2.3,0.071,16,40,99.91,3.39,0.62,9.4,5,642
9.9,0.54,0.45,2.3,0.071,16,40,99.91,3.39,0.62,9.4,5,644
11.8,0.38,0.55,2.1,0.071,5,19,99.86,3.11,0.62,10.8,6,699
7,0.62,0.1,1.4,0.071,27,63,99.6,3.28,0.61,9.2,5,1309
7,0.42,0.19,2.3,0.071,18,36,99.476,3.39,0.56,10.9,5,1284
7.6,0.55,0.21,2.2,0.071,7,28,99.64,3.28,0.55,9.7,5,193
7.6,0.55,0.21,2.2,0.071,7,28,99.64,3.28,0.55,9.7,5,194
6.1,0.6,0.08,1.8,0.071,14,45,99.336,3.38,0.54,11,5,1473
6.4,0.865,0.03,3.2,0.071,27,58,99.5,3.61,0.49,12.7,6,729
10,0.41,0.45,6.2,0.071,6,14,99.702,3.21,0.49,11.8,7,1147
11.5,0.35,0.49,3.3,0.07,10,37,100.03,3.32,0.91,11,6,570
7.3,0.52,0.32,2.1,0.07,51,70,99.418,3.34,0.82,12.9,6,982
8.3,0.33,0.42,2.3,0.07,9,20,99.426,3.38,0.77,12.7,7,1053
7.3,0.51,0.18,2.1,0.07,12,28,99.768,3.52,0.73,9.5,6,745
7.3,0.51,0.18,2.1,0.07,12,28,99.768,3.52,0.73,9.5,6,749
7.1,0.43,0.42,5.5,0.07,29,129,99.73,3.42,0.72,10.5,5,156
6.6,0.52,0.08,2.4,0.07,13,26,99.358,3.4,0.72,12.5,7,1066
6.8,0.81,0.05,2,0.07,6,14,99.562,3.51,0.66,10.8,6,1506
10.7,0.35,0.53,2.6,0.07,5,16,99.72,3.15,0.65,11,8,495
10.7,0.35,0.53,2.6,0.07,5,16,99.72,3.15,0.65,11,8,498
8.3,0.53,0,1.4,0.07,6,14,99.593,3.25,0.64,10,6,1110
7.8,0.55,0,1.7,0.07,7,17,99.659,3.26,0.64,9.4,6,1236
10.2,0.42,0.57,3.4,0.07,4,10,99.71,3.04,0.63,9.6,5,56
9.1,0.52,0.33,1.3,0.07,9,30,99.78,3.24,0.6,9.3,5,428
6.8,0.66,0.07,1.6,0.07,16,61,99.572,3.29,0.6,9.3,5,1183
6.8,0.68,0.21,2.1,0.07,9,23,99.546,3.38,0.6,10.3,5,1486
9.3,0.715,0.24,2.1,0.07,5,20,99.66,3.12,0.59,9.9,5,542
8.7,0.82,0.02,1.2,0.07,36,48,99.52,3.2,0.58,9.8,5,469
8.3,0.845,0.01,2.2,0.07,5,14,99.67,3.32,0.58,11,4,647
6.9,0.44,0,1.4,0.07,32,38,99.438,3.32,0.58,11.4,6,1045
8,0.52,0.03,1.7,0.07,10,35,99.575,3.34,0.57,10,5,262
12.5,0.46,0.49,4.5,0.07,26,49,99.81,3.05,0.57,9.6,4,409
7.6,0.48,0.31,2.8,0.07,4,15,99.693,3.22,0.55,10.3,6,809
6.8,0.915,0.29,4.8,0.07,15,39,99.577,3.53,0.54,11.1,5,1437
6.6,0.39,0.49,1.7,0.07,23,149,99.22,3.12,0.5,11.5,6,591
7.4,0.6,0.26,7.3,0.07,36,121,99.82,3.37,0.49,9.4,5,163
7.3,0.59,0.26,7.2,0.07,35,121,99.81,3.37,0.49,9.4,5,164
7.2,0.49,0.24,2.2,0.07,5,36,99.6,3.33,0.48,9.4,5,104
7.1,0.62,0.06,1.3,0.07,5,12,99.42,3.17,0.48,9.8,5,1392
8.1,0.66,0.22,2.2,0.069,9,23,99.68,3.3,1.2,10.3,5,43
6.3,0.3,0.48,1.8,0.069,18,61,99.59,3.44,0.78,10.3,6,84
6.1,0.4,0.16,1.8,0.069,11,25,99.55,3.42,0.74,10.1,7,1433
10.3,0.5,0.42,2,0.069,21,51,99.82,3.16,0.72,11.5,6,466
10.6,0.28,0.39,15.5,0.069,6,23,100.26,3.12,0.66,9.2,5,480
6.6,0.58,0.02,2.4,0.069,19,40,99.387,3.38,0.66,12.6,6,1335
6.6,0.52,0.04,2.2,0.069,8,15,99.56,3.4,0.63,9.4,6,51
6.2,0.45,0.2,1.6,0.069,3,15,99.58,3.41,0.56,9.2,5,80
7.7,0.57,0.21,1.5,0.069,4,9,99.458,3.16,0.54,9.8,6,1197
7.7,0.57,0.21,1.5,0.069,4,9,99.458,3.16,0.54,9.8,6,1200
7.6,0.43,0.31,2.1,0.069,13,74,99.58,3.26,0.54,9.9,6,1431
8.8,0.7,0,1.7,0.069,8,19,99.701,3.31,0.53,10,6,762
7.3,0.69,0.32,2.2,0.069,35,104,99.632,3.33,0.51,9.5,5,1572
7.9,0.6,0.06,1.6,0.069,15,59,99.64,3.3,0.46,9.4,5,6
7,0.6,0.3,4.5,0.068,20,110,99.914,3.3,1.17,10.2,5,1288
7,0.6,0.3,4.5,0.068,20,110,99.914,3.3,1.17,10.2,5,1289
10.4,0.43,0.5,2.3,0.068,13,19,99.6,3.1,0.87,11.4,6,1267
9.1,0.3,0.41,2,0.068,10,24,99.523,3.27,0.85,11.7,7,1107
6.8,0.62,0.08,1.9,0.068,28,38,99.651,3.42,0.82,9.5,6,1593
8.9,0.38,0.4,2.2,0.068,12,28,99.486,3.27,0.75,12.6,7,1016
7.2,0.67,0,2.2,0.068,10,24,99.56,3.42,0.72,11.1,6,1399
8.6,0.42,0.39,1.8,0.068,6,12,99.516,3.35,0.69,11.7,8,1202
7.1,0.69,0.04,2.1,0.068,19,27,99.712,3.44,0.67,9.8,5,1511
7.6,0.715,0,2.1,0.068,30,35,99.533,3.48,0.65,11.4,6,881
6.6,0.5,0.04,2.1,0.068,6,14,99.55,3.39,0.64,9.4,6,52
11.1,0.18,0.48,1.5,0.068,7,15,99.73,3.22,0.64,10.1,6,301
7.8,0.545,0.12,2.5,0.068,11,35,99.6,3.34,0.61,11.6,6,708
9,0.4,0.43,2.4,0.068,29,46,99.43,3.2,0.6,12.2,6,968
7.4,0.35,0.33,2.4,0.068,9,26,99.47,3.36,0.6,11.9,6,1580
6,0.49,0,2.3,0.068,15,33,99.292,3.58,0.59,12.5,6,1390
7.4,0.62,0.05,1.9,0.068,24,42,99.61,3.42,0.57,11.5,6,173
6.7,0.42,0.27,8.6,0.068,24,148,99.48,3.16,0.57,11.3,6,649
7,0.805,0,2.5,0.068,7,20,99.69,3.48,0.56,9.6,5,178
7.1,0.48,0.28,2.8,0.068,6,16,99.682,3.24,0.53,10.3,5,824
7.3,0.49,0.1,2.6,0.068,4,14,99.562,3.3,0.47,10.5,5,810
9.8,0.39,0.43,1.65,0.068,5,11,99.478,3.19,0.46,11.4,5,1181
8.6,0.55,0.09,3.3,0.068,8,17,99.735,3.23,0.44,10,5,801
8.9,0.29,0.35,1.9,0.067,25,57,99.7,3.18,1.36,10.3,6,639
9.1,0.28,0.48,1.8,0.067,26,46,99.67,3.32,1.04,10.6,6,372
11.5,0.3,0.6,2,0.067,12,27,99.81,3.11,0.97,10.1,6,197
10.6,0.31,0.49,2.5,0.067,6,21,99.87,3.26,0.86,10.7,6,547
6.4,0.57,0.02,1.8,0.067,4,11,99.7,3.46,0.68,9.5,5,727
6.4,0.57,0.02,1.8,0.067,4,11,99.7,3.46,0.68,9.5,5,728
7,0.64,0.02,2.1,0.067,9,23,99.7,3.47,0.67,9.4,6,702
8,0.25,0.43,1.7,0.067,22,50,99.46,3.38,0.6,11.9,6,1135
8.4,0.29,0.4,1.7,0.067,8,20,99.603,3.39,0.6,10.5,5,1458
8.8,0.61,0.14,2.4,0.067,10,42,99.69,3.19,0.59,9.5,5,179
8.8,0.61,0.14,2.4,0.067,10,42,99.69,3.19,0.59,9.5,5,180
8.2,0.74,0.09,2,0.067,5,10,99.418,3.28,0.57,11.8,6,1064
6.7,1.04,0.08,2.3,0.067,19,32,99.648,3.52,0.57,11,4,1467
6.5,0.34,0.27,2.8,0.067,8,44,99.384,3.21,0.56,12,6,1168
6.8,0.36,0.32,1.8,0.067,4,8,99.28,3.36,0.55,12.8,7,1005
8.9,0.28,0.45,1.7,0.067,7,12,99.354,3.25,0.55,12.3,7,1010
7.3,0.35,0.24,2,0.067,28,48,99.576,3.43,0.54,10,4,872
6.7,0.7,0.08,3.75,0.067,8,16,99.334,3.43,0.52,12.6,5,1471
7.5,0.42,0.32,2.7,0.067,7,25,99.628,3.24,0.44,10.4,5,862
10.5,0.24,0.47,2.1,0.066,6,24,99.78,3.15,0.9,11,7,423
10.5,0.24,0.47,2.1,0.066,6,24,99.78,3.15,0.9,11,7,430
10.4,0.26,0.48,1.9,0.066,6,10,99.724,3.33,0.87,10.9,6,971
7.7,0.18,0.34,2.7,0.066,15,58,99.47,3.37,0.78,11.8,6,1230
6,0.64,0.05,1.9,0.066,9,17,99.496,3.52,0.78,10.6,5,1487
8.1,0.38,0.28,2.1,0.066,13,30,99.68,3.23,0.73,9.7,7,37
8.5,0.37,0.32,1.8,0.066,26,51,99.456,3.38,0.72,11.8,6,1264
6.4,0.31,0.09,1.4,0.066,15,28,99.459,3.42,0.7,10,7,1494
6.8,0.77,0,1.8,0.066,34,52,99.76,3.62,0.68,9.9,5,419
8.7,0.48,0.3,2.8,0.066,10,28,99.64,3.33,0.67,11.2,7,648
7,0.65,0.02,2.1,0.066,8,25,99.72,3.47,0.67,9.5,6,697
7,0.65,0.02,2.1,0.066,8,25,99.72,3.47,0.67,9.5,6,701
11.1,0.45,0.73,3.2,0.066,6,22,99.86,3.17,0.66,11.2,6,437
12.9,0.35,0.49,5.8,0.066,5,35,100.14,3.2,0.66,12,7,538
5.8,0.61,0.11,1.8,0.066,18,28,99.483,3.55,0.66,10.9,6,1587
7.3,0.32,0.23,2.3,0.066,35,70,99.588,3.43,0.62,10.1,5,1144
7.4,0.41,0.24,1.8,0.066,18,47,99.56,3.37,0.62,10.4,5,1430
12,0.37,0.76,4.2,0.066,7,38,100.04,3.22,0.6,13,7,395
6.1,0.21,0.4,1.4,0.066,40.5,165,99.12,3.25,0.59,11.9,6,354
6.3,0.39,0.08,1.7,0.066,3,20,99.54,3.34,0.58,9.4,5,143
5.6,0.66,0,2.5,0.066,7,15,99.256,3.52,0.58,12.9,5,1119
7.9,0.31,0.32,1.9,0.066,14,36,99.364,3.41,0.56,12.6,6,1026
6.6,0.88,0.04,2.2,0.066,12,20,99.636,3.53,0.56,9.9,5,1556
8,0.59,0.16,1.8,0.065,3,16,99.62,3.42,0.92,10.5,7,128
7.5,0.31,0.41,2.4,0.065,34,60,99.492,3.34,0.85,11.4,6,1586
6.2,0.58,0,1.6,0.065,8,18,99.66,3.56,0.84,9.4,5,1415
7,0.22,0.3,1.8,0.065,16,20,99.672,3.61,0.82,10,6,1143
8.8,0.46,0.45,2.6,0.065,7,18,99.47,3.32,0.79,14,6,467
